MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,TotalSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
2.88584647249,5.83132789274,19.2121823132,0.730463147119,0.730463147119,1.54096275563,0.0,2.44026837836,1.82033410364,14.1875268145,14.1875268145,8.05912577551,1.19431763788,1.82033410364,1.19431763788,1.82033410364,1.54096275563,1.19431763788,11.1703267906,2.25967378672,0.0,7.4832956423,11.6926225853,0.0,0.730463147119,11.6926225853,11.6861893794,0.0,13.698887979,0.730463147119,0.0,1.19431763788,0.730463147119,1.54096275563,0.730463147119,1.19431763788,2.60259446877,2.25967378672,0.0,1.54096275563,14.1875268145,1.19431763788,1.19431763788,10.506270963,2.05564153806,2.05564153806,1.19431763788,0.0,5.71466890265,0.0,0.0,0.0,0.0,1.54096275563,1.82033410364,0.0,1.82033410364,1.19431763788,14.9765905724,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.2476991164
2.05564153806,6.22121363288,19.7122047789,0.730463147119,0.730463147119,1.54096275563,0.0,2.25967378672,2.44026837836,14.1451380122,14.1451380122,0.0,1.54096275563,1.82033410364,1.19431763788,1.82033410364,0.730463147119,0.0,12.0628316534,2.25967378672,0.0,8.8978439468,12.7922762264,0.0,0.730463147119,12.7922762264,0.0,0.0,12.7922762264,0.0,0.730463147119,1.19431763788,0.0,1.54096275563,0.730463147119,1.54096275563,2.25967378672,2.25967378672,0.730463147119,2.05564153806,14.1451380122,1.19431763788,1.19431763788,10.062098309,2.05564153806,2.05564153806,1.19431763788,9.01020557897,0.0,0.0,0.0,0.0,0.0,1.54096275563,1.82033410364,0.0,2.44026837836,0.730463147119,14.9230999816,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.1090164423
2.88584647249,5.91494001896,20.3472409087,0.730463147119,0.730463147119,0.0,0.0,2.44026837836,1.82033410364,14.1844036043,14.1859655407,7.6465380079,1.19431763788,1.82033410364,1.19431763788,1.82033410364,1.19431763788,1.19431763788,10.200342662,2.25967378672,0.0,9.91705993866,11.8920390591,0.0,0.730463147119,11.8920390591,11.7245984762,0.0,13.8320854546,0.730463147119,0.0,1.19431763788,0.730463147119,1.54096275563,0.730463147119,1.19431763788,2.25967378672,2.25967378672,0.730463147119,2.05564153806,14.1844036043,1.19431763788,1.19431763788,10.7755362589,2.05564153806,2.05564153806,1.19431763788,0.0,5.05337104942,0.0,0.0,0.0,0.0,1.54096275563,1.82033410364,0.0,3.01134024326,1.19431763788,15.1496776533,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.3171711673
3.01134024326,5.68450665682,19.6915526768,0.730463147119,0.730463147119,0.0,0.0,2.44026837836,1.82033410364,14.0475286362,14.1356515029,0.0,1.54096275563,1.82033410364,1.82033410364,0.730463147119,1.54096275563,0.0,8.27426574112,2.25967378672,0.0,10.4684999101,11.3540941668,1.19431763788,0.730463147119,12.0136830203,11.3540941668,0.0,13.7113641595,0.730463147119,0.0,0.730463147119,0.0,1.54096275563,0.730463147119,1.19431763788,2.44026837836,2.25967378672,0.730463147119,1.19431763788,14.1797138127,1.54096275563,1.54096275563,10.9182529278,2.05564153806,2.05564153806,1.19431763788,0.0,4.74513239606,8.79773559212,0.0,0.0,0.0,1.54096275563,1.82033410364,0.0,1.82033410364,0.0,14.8571208107,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11.8494048444
2.88584647249,6.31473475683,21.3251598529,0.730463147119,0.730463147119,0.0,0.0,2.60259446877,1.82033410364,14.1828410045,14.1828410045,9.39182713476,1.19431763788,1.82033410364,1.19431763788,1.82033410364,0.0,1.19431763788,10.9711293997,2.25967378672,0.0,10.2210511965,12.5105879133,0.0,0.730463147119,12.5105879133,12.2713647456,0.0,14.4800294956,0.730463147119,0.0,1.19431763788,0.730463147119,1.82033410364,0.730463147119,1.19431763788,2.75025029749,2.25967378672,0.730463147119,2.05564153806,14.1828410045,1.19431763788,1.54096275563,11.6277075999,2.05564153806,2.05564153806,1.19431763788,8.01388369737,6.31473475683,0.0,0.0,0.0,0.0,1.54096275563,1.82033410364,0.0,1.54096275563,1.19431763788,15.8523115733,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.4292201968
2.75025029749,6.33752939459,21.2822827965,0.730463147119,0.730463147119,0.0,0.0,2.05564153806,1.82033410364,14.1718841822,14.1750180347,0.0,1.54096275563,1.82033410364,1.19431763788,1.82033410364,1.54096275563,1.19431763788,11.267216541,2.25967378672,0.0,5.80273872402,11.4938202736,0.0,0.730463147119,11.4938202736,10.5895744248,0.0,13.0159629148,0.730463147119,0.0,0.730463147119,0.730463147119,0.730463147119,0.730463147119,1.54096275563,2.05564153806,2.25967378672,0.0,1.54096275563,14.1718841822,1.54096275563,1.19431763788,10.1690071305,2.05564153806,2.05564153806,1.19431763788,4.96993905245,4.49201774292,0.0,9.17805066442,0.0,0.0,1.54096275563,1.19431763788,11.1475382477,0.730463147119,1.54096275563,14.4218793328,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.8706069022
2.05564153806,6.09862610497,19.9075288729,0.730463147119,0.730463147119,1.54096275563,0.0,2.60259446877,1.82033410364,14.1890874262,14.1906473764,7.94450293477,1.19431763788,1.82033410364,0.0,1.82033410364,0.0,1.19431763788,13.0310926245,2.25967378672,0.0,9.15574970588,13.6557805077,0.0,0.730463147119,13.6702072594,0.0,0.0,13.6702072594,0.730463147119,0.0,1.19431763788,0.0,1.54096275563,0.730463147119,1.19431763788,2.44026837836,2.25967378672,0.730463147119,1.19431763788,14.1890874262,1.19431763788,1.19431763788,10.893541333,2.05564153806,2.05564153806,1.19431763788,8.64931139996,5.59142712461,0.0,0.0,0.0,0.0,1.54096275563,1.82033410364,0.0,2.88584647249,0.730463147119,15.8895115117,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.6346062839
2.88584647249,6.22121363288,20.0238615688,0.730463147119,0.730463147119,0.0,0.0,2.44026837836,2.05564153806,14.1403978212,14.1403978212,8.51121971015,1.54096275563,1.82033410364,1.19431763788,1.82033410364,1.19431763788,0.0,11.7022485075,0.730463147119,4.59715671171,8.27426574112,12.413831308,0.0,0.730463147119,12.413831308,12.0771490477,0.0,14.320888266,0.730463147119,0.0,1.19431763788,0.730463147119,1.54096275563,0.730463147119,1.54096275563,2.44026837836,2.25967378672,1.19431763788,2.05564153806,14.1403978212,1.19431763788,1.19431763788,10.189934126,2.05564153806,2.05564153806,1.19431763788,8.4635637323,8.14731558862,8.39538258224,0.0,0.0,0.0,1.54096275563,1.82033410364,9.39182713476,1.19431763788,1.54096275563,15.7020212235,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.2060776455
2.75025029749,5.39227633723,17.9898713439,0.730463147119,0.730463147119,1.54096275563,0.0,2.44026837836,1.82033410364,14.0733838208,14.1038515117,0.0,1.54096275563,1.82033410364,1.82033410364,1.82033410364,1.54096275563,2.25967378672,0.0,2.25967378672,0.0,11.9873635553,11.9873635553,1.19431763788,0.730463147119,12.186750882,11.3397786879,0.0,13.8113784059,0.0,0.0,1.19431763788,0.0,1.19431763788,1.19431763788,1.54096275563,2.60259446877,1.19431763788,1.19431763788,2.05564153806,14.0733838208,1.54096275563,1.19431763788,10.1053261355,0.730463147119,2.05564153806,1.19431763788,6.44823231602,0.0,8.15813268307,0.0,0.0,0.0,1.54096275563,1.82033410364,0.0,2.25967378672,1.19431763788,15.1737797789,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11.7745279009
1.82033410364,5.35720320242,18.7125437052,0.730463147119,0.730463147119,1.54096275563,0.0,2.05564153806,2.05564153806,14.0862432272,14.1038515117,0.0,1.54096275563,1.82033410364,1.82033410364,1.82033410364,1.54096275563,1.19431763788,11.6765155459,2.25967378672,0.0,7.33860727004,12.0999287713,0.0,0.730463147119,12.3354313995,0.0,0.0,12.3354313995,0.730463147119,0.0,0.730463147119,0.0,1.19431763788,1.19431763788,1.54096275563,2.05564153806,2.25967378672,1.19431763788,2.05564153806,14.0862432272,1.19431763788,0.730463147119,8.15813268307,1.19431763788,2.05564153806,1.19431763788,0.0,1.82033410364,0.0,0.0,0.0,0.0,1.54096275563,1.82033410364,0.0,0.0,1.19431763788,14.2876167929,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.678448378
